CM000528.1	+	7295288	7295390	chr11	+	3003072	3003174
CM000528.1	+	7295392	7295399	chr11	+	3003175	3003195
CM000528.1	+	7295401	7295421	chr11	+	3003196	3003216
CM000528.1	+	7295424	7295449	chr11	+	3003217	3003242
CM000528.1	+	7295451	7295627	chr11	+	3003243	3003463
CM000528.1	+	7295639	7295641	chr11	+	3003464	3003466
CM000528.1	+	7295648	7295648	chr11	+	3003467	3003467
CM000528.1	+	7295652	7295652	chr11	+	3003468	3003468
CM000528.1	+	7295660	7295783	chr11	+	3003469	3003597
CM000528.1	+	7295788	7295788	chr11	+	3003598	3003604
CM000528.1	+	7295791	7295818	chr11	+	3003605	3003636
CM000528.1	+	7295826	7295837	chr11	+	3003637	3003648
CM000528.1	+	7295842	7295848	chr11	+	3003649	3003664
CM000528.1	+	7295857	7295871	chr11	+	3003665	3003680
CM000528.1	+	7295877	7295887	chr11	+	3003681	3003703
CM000528.1	+	7295897	7295914	chr11	+	3003704	3003721
CM000528.1	+	7295922	7295957	chr11	+	3003722	3003767
CM000528.1	+	7295959	7295979	chr11	+	3003768	3003788
CM000528.1	+	7295981	7296003	chr11	+	3003789	3003813
CM000528.1	+	7296006	7296058	chr11	+	3003814	3003869
CM000528.1	+	7296062	7296086	chr11	+	3003870	3003894
CM000528.1	+	7296089	7296107	chr11	+	3003895	3003915
CM000528.1	+	7296111	7296120	chr11	+	3003916	3003925
CM000528.1	+	7296123	7296158	chr11	+	3003926	3003970
CM000528.1	+	7296160	7296163	chr11	+	3003971	3003974
CM000528.1	+	7296165	7296171	chr11	+	3003975	3003981
CM000528.1	+	7296173	7296442	chr11	+	3003982	3004263
CM000528.1	+	7296446	7296466	chr11	+	3004264	3004284
CM000528.1	+	7296469	7296613	chr11	+	3004285	3005284
CM000528.1	+	7296614	7296622	chr11	+	3005285	3005728
CM000528.1	+	7296624	7296648	chr11	+	3005729	3005755
CM000528.1	+	7296650	7296842	chr11	+	3005756	3005952
CM000528.1	+	7296844	7296846	chr11	+	3005953	3005955
CM000528.1	+	7296848	7296930	chr11	+	3005956	3006040
CM000528.1	+	7296932	7296960	chr11	+	3006041	3006073
CM000528.1	+	7296962	7297038	chr11	+	3006074	3006150
CM000528.1	+	7297040	7297229	chr11	+	3006151	3006342
CM000528.1	+	7297232	7297464	chr11	+	3006343	3006581
CM000528.1	+	7297470	7297582	chr11	+	3006582	3006694
CM000528.1	+	7297584	7297876	chr11	+	3006695	3006991
CM000528.1	+	7297879	7297881	chr11	+	3006992	3006998
CM000528.1	+	7297887	7297887	chr11	+	3006999	3007004
CM000528.1	+	7297918	7297930	chr11	+	3007005	3007049
CM000528.1	+	7297940	7297982	chr11	+	3007050	3007092
CM000528.1	+	7297986	7298014	chr11	+	3007093	3007134
CM000528.1	+	7298016	7298044	chr11	+	3007135	3007165
CM000528.1	+	7298050	7298201	chr11	+	3007166	3007411
CM000528.1	+	7298213	7298228	chr11	+	3007412	3007427
CM000528.1	+	7298231	7298266	chr11	+	3007428	3007471
CM000528.1	+	7298268	7298298	chr11	+	3007472	3007502
CM000528.1	+	7298307	7298359	chr11	+	3007503	3007558
CM000528.1	+	7298361	7298384	chr11	+	3007559	3007582
CM000528.1	+	7298386	7298406	chr11	+	3007583	3007603
CM000528.1	+	7298409	7298423	chr11	+	3007604	3007625
CM000528.1	+	7298428	7298439	chr11	+	3007626	3007639
CM000528.1	+	7298445	7298522	chr11	+	3007640	3007746
CM000528.1	+	7298525	7298530	chr11	+	3007747	3007752
CM000528.1	+	7298533	7298560	chr11	+	3007753	3008149
CM000528.1	+	7298565	7298570	chr11	+	3008150	3008158
CM000528.1	+	7298574	7298590	chr11	+	3008159	3008175
CM000528.1	+	7298592	7298594	chr11	+	3008176	3008178
CM000528.1	+	7298600	7298608	chr11	+	3008179	3008187
CM000528.1	+	7298612	7298623	chr11	+	3008188	3008202
CM000528.1	+	7298627	7298640	chr11	+	3008203	3008221
CM000528.1	+	7298642	7298651	chr11	+	3008222	3008233
CM000528.1	+	7298653	7298749	chr11	+	3008234	3008370
CM000528.1	+	7298752	7298804	chr11	+	3008371	3008423
CM000528.1	+	7298806	7298815	chr11	+	3008424	3008436
CM000528.1	+	7298818	7298830	chr11	+	3008437	3008450
CM000528.1	+	7298833	7298890	chr11	+	3008451	3008528
CM000528.1	+	7298899	7298961	chr11	+	3008529	3008591
CM000528.1	+	7298965	7298987	chr11	+	3008592	3008618
CM000528.1	+	7298995	7299049	chr11	+	3008619	3008676
CM000528.1	+	7299075	7299195	chr11	+	3008677	3008798
CM000528.1	+	7299200	7299206	chr11	+	3008799	3008805
CM000528.1	+	7299209	7299264	chr11	+	3008806	3008872
CM000528.1	+	7299269	7299301	chr11	+	3008873	3008972
CM000528.1	+	7299307	7299311	chr11	+	3008973	3009063
CM000528.1	+	7299324	7299352	chr11	+	3009064	3009101
CM000528.1	+	7299355	7299363	chr11	+	3009102	3009236
CM000528.1	+	7299828	7299853	chr11	+	3009237	3009263
CM000528.1	+	7299856	7299882	chr11	+	3009264	3009294
CM000528.1	+	7299884	7300044	chr11	+	3009295	3009458
CM000528.1	+	7300057	7300109	chr11	+	3009459	3009512
CM000528.1	+	7300111	7300171	chr11	+	3009513	3009586
CM000528.1	+	7300173	7300215	chr11	+	3009587	3009638
CM000528.1	+	7300218	7300231	chr11	+	3009639	3009652
CM000528.1	+	7300233	7300253	chr11	+	3009653	3009673
CM000528.1	+	7300266	7300342	chr11	+	3009674	3009750
CM000528.1	+	7300346	7300346	chr11	+	3009751	3009751
CM000528.1	+	7300348	7300370	chr11	+	3009752	3010329
CM000528.1	+	7300552	7300611	chr11	+	3010330	3010389
CM000528.1	+	7300614	7300634	chr11	+	3010390	3010410
CM000528.1	+	7300641	7300666	chr11	+	3010411	3010436
CM000528.1	+	7300670	7300677	chr11	+	3010437	3010445
CM000528.1	+	7300683	7300737	chr11	+	3010446	3010500
CM000528.1	+	7300746	7300760	chr11	+	3010501	3010515
CM000528.1	+	7300762	7300789	chr11	+	3010516	3010545
CM000528.1	+	7300793	7300800	chr11	+	3010546	3010557
CM000528.1	+	7300802	7300805	chr11	+	3010558	3010562
CM000528.1	+	7300824	7300841	chr11	+	3010563	3010586
CM000528.1	+	7300848	7300880	chr11	+	3010587	3010631
CM000528.1	+	7300886	7300920	chr11	+	3010632	3010666
CM000528.1	+	7300926	7300940	chr11	+	3010667	3010693
CM000528.1	+	7300953	7301007	chr11	+	3010694	3010748
CM000528.1	+	7301014	7301021	chr11	+	3010749	3010764
CM000528.1	+	7301026	7301033	chr11	+	3010765	3010774
CM000528.1	+	7301035	7301041	chr11	+	3010775	3010797
CM000528.1	+	7301049	7301055	chr11	+	3010798	3010804
CM000528.1	+	7301065	7301065	chr11	+	3010805	3010805
CM000528.1	+	7301068	7301076	chr11	+	3010806	3010816
CM000528.1	+	7301078	7301079	chr11	+	3010817	3010824
CM000528.1	+	7301086	7301165	chr11	+	3010825	3010905
CM000528.1	+	7301167	7301182	chr11	+	3010906	3010921
CM000528.1	+	7301184	7301189	chr11	+	3010922	3010927
CM000528.1	+	7301193	7301203	chr11	+	3010928	3010942
CM000528.1	+	7301209	7301221	chr11	+	3010943	3010959
CM000528.1	+	7301223	7301226	chr11	+	3010960	3010965
CM000528.1	+	7301228	7301256	chr11	+	3010966	3010994
CM000528.1	+	7301261	7301302	chr11	+	3010995	3011055
CM000528.1	+	7301305	7301308	chr11	+	3011056	3011059
CM000528.1	+	7301315	7301391	chr11	+	3011060	3011139
CM000528.1	+	7301400	7301480	chr11	+	3011140	3011446
CM000528.1	+	7301483	7301509	chr11	+	3011447	3011473
CM000528.1	+	7301513	7301529	chr11	+	3011474	3011490
CM000528.1	+	7301531	7301580	chr11	+	3011491	3011543
CM000528.1	+	7301583	7301583	chr11	+	3011544	3011544
CM000528.1	+	7301596	7301705	chr11	+	3011545	3011659
CM000528.1	+	7301707	7301736	chr11	+	3011660	3011689
CM000528.1	+	7301740	7301797	chr11	+	3011690	3011747
CM000528.1	+	7301808	7301827	chr11	+	3011748	3011767
CM000528.1	+	7301835	7301875	chr11	+	3011768	3011808
CM000528.1	+	7301878	7301880	chr11	+	3011809	3011811
CM000528.1	+	7301884	7301898	chr11	+	3011812	3011826
CM000528.1	+	7301900	7301945	chr11	+	3011827	3011878
CM000528.1	+	7301947	7302047	chr11	+	3011879	3011979
CM000528.1	+	7302058	7302099	chr11	+	3011980	3012023
CM000528.1	+	7302106	7302106	chr11	+	3012024	3012024
CM000528.1	+	7302124	7302125	chr11	+	3012025	3012039
CM000528.1	+	7302131	7302171	chr11	+	3012040	3012081
CM000528.1	+	7302174	7302224	chr11	+	3012082	3012132
CM000528.1	+	7302232	7302277	chr11	+	3012133	3012199
CM000528.1	+	7302285	7302286	chr11	+	3012200	3012202
CM000528.1	+	7302288	7302289	chr11	+	3012203	3012204
CM000528.1	+	7302297	7302298	chr11	+	3012205	3012206
CM000528.1	+	7302301	7302313	chr11	+	3012207	3012219
CM000528.1	+	7302315	7302350	chr11	+	3012220	3012274
CM000528.1	+	7302353	7302384	chr11	+	3012275	3012320
CM000528.1	+	7302386	7302398	chr11	+	3012321	3012333
CM000528.1	+	7302402	7302447	chr11	+	3012334	3012382
CM000528.1	+	7302463	7302466	chr11	+	3012383	3012386
CM000528.1	+	7302468	7302497	chr11	+	3012387	3012421
CM000528.1	+	7302501	7302538	chr11	+	3012422	3012464
CM000528.1	+	7302827	7303057	chr11	+	3012465	3012703
CM000528.1	+	7303062	7303076	chr11	+	3012704	3012731
CM000528.1	+	7303098	7303108	chr11	+	3012732	3012749
CM000528.1	+	7303116	7303120	chr11	+	3012750	3012756
CM000528.1	+	7303123	7303152	chr11	+	3012757	3012788
CM000528.1	+	7303159	7303159	chr11	+	3012789	3012795
CM000528.1	+	7303161	7303208	chr11	+	3012796	3012844
CM000528.1	+	7303211	7303224	chr11	+	3012845	3012858
CM000528.1	+	7303228	7303414	chr11	+	3012859	3013047
CM000528.1	+	7303427	7303438	chr11	+	3013048	3013059
CM000528.1	+	7303442	7303459	chr11	+	3013060	3013077
CM000528.1	+	7303463	7303463	chr11	+	3013078	3013078
CM000528.1	+	7303467	7303471	chr11	+	3013079	3013088
CM000528.1	+	7303473	7303474	chr11	+	3013089	3013090
CM000528.1	+	7303476	7303496	chr11	+	3013091	3013111
CM000528.1	+	7303501	7303513	chr11	+	3013112	3013124
CM000528.1	+	7303531	7303542	chr11	+	3013125	3013136
CM000528.1	+	7303546	7303574	chr11	+	3013137	3013186
CM000528.1	+	7303576	7303618	chr11	+	3013187	3013229
CM000528.1	+	7303620	7303634	chr11	+	3013230	3013244
CM000528.1	+	7303644	7303676	chr11	+	3013245	3013287
CM000528.1	+	7303683	7303698	chr11	+	3013288	3013303
CM000528.1	+	7303705	7303776	chr11	+	3013304	3014303
CM000528.1	+	7305372	7305392	chr11	+	3016304	3016519
CM000528.1	+	7305411	7305456	chr11	+	3016520	3016565
CM000528.1	+	7305464	7305465	chr11	+	3016566	3016582
CM000528.1	+	7305474	7305593	chr11	+	3016583	3016705
CM000528.1	+	7305595	7305611	chr11	+	3016706	3016725
CM000528.1	+	7305613	7305645	chr11	+	3016726	3016761
CM000528.1	+	7305648	7305667	chr11	+	3016762	3016787
CM000528.1	+	7305679	7305693	chr11	+	3016788	3016803
CM000528.1	+	7305698	7305711	chr11	+	3016804	3017803
CM000528.1	+	7305764	7305797	chr11	+	3020804	3021421
CM000528.1	+	7305804	7305823	chr11	+	3021422	3021443
CM000528.1	+	7305831	7305900	chr11	+	3021444	3021515
CM000528.1	+	7305902	7305930	chr11	+	3021516	3021544
CM000528.1	+	7305933	7305964	chr11	+	3021545	3021579
CM000528.1	+	7305968	7305973	chr11	+	3021580	3022579
CM000528.1	+	7306007	7306048	chr11	+	3024580	3024779
CM000528.1	+	7306052	7306067	chr11	+	3024780	3024809
CM000528.1	+	7306070	7306076	chr11	+	3024810	3024816
CM000528.1	+	7306080	7306084	chr11	+	3024817	3024821
CM000528.1	+	7306087	7306096	chr11	+	3024822	3024845
CM000528.1	+	7306099	7306108	chr11	+	3024846	3024855
CM000528.1	+	7306110	7306147	chr11	+	3024856	3024955
CM000528.1	+	7306149	7306177	chr11	+	3024956	3024988
CM000528.1	+	7306190	7306224	chr11	+	3024989	3025027
CM000528.1	+	7306226	7306265	chr11	+	3025028	3025070
CM000528.1	+	7306267	7306268	chr11	+	3025071	3025072
CM000528.1	+	7306273	7306278	chr11	+	3025073	3025088
CM000528.1	+	7306280	7306280	chr11	+	3025089	3025089
CM000528.1	+	7306286	7306324	chr11	+	3025090	3025137
CM000528.1	+	7306666	7306672	chr11	+	3025138	3025153
CM000528.1	+	7306684	7306778	chr11	+	3025154	3025251
CM000528.1	+	7306799	7306906	chr11	+	3025252	3025359
CM000528.1	+	7306908	7306911	chr11	+	3025360	3025364
CM000528.1	+	7306917	7307033	chr11	+	3025365	3025483
CM000528.1	+	7307036	7307037	chr11	+	3025484	3025485
CM000528.1	+	7307040	7307050	chr11	+	3025486	3025497
CM000528.1	+	7307052	7307134	chr11	+	3025498	3025582
CM000528.1	+	7307166	7307175	chr11	+	3025583	3025595
CM000528.1	+	7307209	7307274	chr11	+	3025596	3025667
CM000528.1	+	7307277	7307287	chr11	+	3025668	3025678
CM000528.1	+	7307289	7307296	chr11	+	3025679	3025686
CM000528.1	+	7307301	7307307	chr11	+	3025687	3025693
CM000528.1	+	7307311	7307326	chr11	+	3025694	3025711
CM000528.1	+	7307329	7307336	chr11	+	3025712	3025719
CM000528.1	+	7307360	7307435	chr11	+	3025720	3025825
CM000528.1	+	7307578	7307614	chr11	+	3025826	3025865
CM000528.1	+	7307618	7307728	chr11	+	3025866	3025997
CM000528.1	+	7307732	7307739	chr11	+	3025998	3026006
CM000528.1	+	7307745	7307752	chr11	+	3026007	3026014
CM000528.1	+	7307754	7307756	chr11	+	3026015	3026019
CM000528.1	+	7307759	7307780	chr11	+	3026020	3026041
CM000528.1	+	7307802	7307814	chr11	+	3026042	3026054
CM000528.1	+	7307816	7307896	chr11	+	3026055	3026145
CM000528.1	+	7307905	7308279	chr11	+	3026146	3026529
CM000528.1	+	7308284	7308401	chr11	+	3026530	3026658
CM000528.1	+	7308403	7308514	chr11	+	3026659	3026783
CM000528.1	+	7310309	7310320	chr11	+	3027311	3027322
CM000528.1	+	7310322	7310482	chr11	+	3027323	3027492
CM000528.1	+	7310485	7310508	chr11	+	3027493	3027516
CM000528.1	+	7310511	7310583	chr11	+	3027517	3027594
CM000528.1	+	7310585	7310643	chr11	+	3027595	3027653
CM000528.1	+	7310649	7310667	chr11	+	3027654	3027676
CM000528.1	+	7310671	7310710	chr11	+	3027677	3027717
CM000528.1	+	7310712	7310774	chr11	+	3027718	3027780
CM000528.1	+	7310776	7310797	chr11	+	3027781	3027802
CM000528.1	+	7310799	7310828	chr11	+	3027803	3027833
CM000528.1	+	7310831	7310920	chr11	+	3027834	3027923
CM000528.1	+	7310922	7311023	chr11	+	3027924	3028031
CM000528.1	+	7311025	7311025	chr11	+	3028032	3028034
CM000528.1	+	7311028	7311033	chr11	+	3028035	3028046
CM000528.1	+	7311043	7311047	chr11	+	3028047	3028052
CM000528.1	+	7311049	7311058	chr11	+	3028053	3028062
CM000528.1	+	7311064	7311075	chr11	+	3028063	3028074
CM000528.1	+	7311078	7311082	chr11	+	3028075	3028182
CM000528.1	+	7317427	7317446	chr11	+	3030525	3030544
CM000528.1	+	7317461	7317503	chr11	+	3030545	3030615
CM000528.1	+	7317552	7317552	chr11	+	3030616	3030616
CM000528.1	+	7317559	7317587	chr11	+	3030617	3030645
CM000528.1	+	7317593	7317645	chr11	+	3030646	3030741
CM000528.1	+	7317657	7317952	chr11	+	3030742	3031050
CM000528.1	+	7317954	7317960	chr11	+	3031051	3031057
CM000528.1	+	7317962	7318040	chr11	+	3031058	3031141
CM000528.1	+	7318042	7318044	chr11	+	3031142	3031144
CM000528.1	+	7318046	7318115	chr11	+	3031145	3031229
CM000528.1	+	7318117	7318150	chr11	+	3031230	3031267
CM000528.1	+	7318153	7318154	chr11	+	3031268	3031269
CM000528.1	+	7318158	7318176	chr11	+	3031270	3031290
CM000528.1	+	7318181	7318257	chr11	+	3031291	3031373
CM000528.1	+	7318259	7318262	chr11	+	3031374	3031377
CM000528.1	+	7318264	7318277	chr11	+	3031378	3031392
CM000528.1	+	7318303	7318417	chr11	+	3031393	3031526
CM000528.1	+	7318427	7318449	chr11	+	3031527	3031549
CM000528.1	+	7318451	7318577	chr11	+	3031550	3031688
CM000528.1	+	7318589	7318620	chr11	+	3031689	3031720
CM000528.1	+	7318625	7318727	chr11	+	3031721	3031823
CM000528.1	+	7318730	7318735	chr11	+	3031824	3031832
CM000528.1	+	7318738	7318751	chr11	+	3031833	3031849
CM000528.1	+	7318759	7318813	chr11	+	3031850	3031908
CM000528.1	+	7318842	7318842	chr11	+	3031909	3031909
CM000528.1	+	7318844	7318844	chr11	+	3031910	3031910
CM000528.1	+	7318848	7318866	chr11	+	3031911	3031929
CM000528.1	+	7318870	7318931	chr11	+	3031930	3031999
CM000528.1	+	7318933	7318964	chr11	+	3032000	3032033
CM000528.1	+	7318966	7318969	chr11	+	3032034	3033033
CM000528.1	+	7319050	7319061	chr11	+	3033034	3033278
CM000528.1	+	7319069	7319086	chr11	+	3033279	3033296
CM000528.1	+	7319096	7319143	chr11	+	3033297	3033344
CM000528.1	+	7319145	7319171	chr11	+	3033345	3033376
CM000528.1	+	7319180	7319221	chr11	+	3033377	3033420
CM000528.1	+	7319223	7319236	chr11	+	3033421	3033435
CM000528.1	+	7319238	7319239	chr11	+	3033436	3033437
CM000528.1	+	7319241	7319309	chr11	+	3033438	3033507
CM000528.1	+	7319311	7319495	chr11	+	3033508	3033706
CM000528.1	+	7319499	7319533	chr11	+	3033707	3033741
CM000528.1	+	7319535	7319588	chr11	+	3033742	3033795
CM000528.1	+	7319591	7319594	chr11	+	3033796	3033801
CM000528.1	+	7319596	7319640	chr11	+	3033802	3033849
CM000528.1	+	7319642	7319668	chr11	+	3033850	3033876
CM000528.1	+	7319672	7319686	chr11	+	3033877	3033893
CM000528.1	+	7319693	7319696	chr11	+	3033894	3033897
CM000528.1	+	7319698	7319705	chr11	+	3033898	3033905
CM000528.1	+	7319707	7319710	chr11	+	3033906	3033912
CM000528.1	+	7319762	7319762	chr11	+	3033913	3033915
CM000528.1	+	7319768	7319810	chr11	+	3033916	3033974
CM000528.1	+	7319817	7319888	chr11	+	3033975	3034069
CM000528.1	+	7319890	7319897	chr11	+	3034070	3034089
CM000528.1	+	7319903	7319929	chr11	+	3034090	3034123
CM000528.1	+	7319934	7319940	chr11	+	3034124	3034130
CM000528.1	+	7319943	7320122	chr11	+	3034131	3034310
CM000528.1	+	7320127	7320128	chr11	+	3034311	3034312
CM000528.1	+	7320130	7320297	chr11	+	3034313	3034483
CM000528.1	+	7320300	7320335	chr11	+	3034484	3034519
CM000528.1	+	7320337	7320364	chr11	+	3034520	3034550
CM000528.1	+	7320368	7320389	chr11	+	3034551	3034572
CM000528.1	+	7320393	7320394	chr11	+	3034573	3034574
CM000528.1	+	7320401	7320401	chr11	+	3034575	3034575
CM000528.1	+	7320403	7320442	chr11	+	3034576	3034618
CM000528.1	+	7320444	7320501	chr11	+	3034619	3034693
CM000528.1	+	7320505	7320516	chr11	+	3034694	3034705
CM000528.1	+	7320518	7320520	chr11	+	3034706	3034708
CM000528.1	+	7320522	7320523	chr11	+	3034709	3034714
CM000528.1	+	7320532	7320560	chr11	+	3034715	3034743
CM000528.1	+	7320562	7320564	chr11	+	3034744	3034747
CM000528.1	+	7320567	7320571	chr11	+	3034748	3034752
CM000528.1	+	7320574	7320574	chr11	+	3034753	3034753
CM000528.1	+	7320591	7320641	chr11	+	3034754	3034813
CM000528.1	+	7320645	7320657	chr11	+	3034814	3034837
CM000528.1	+	7320659	7320678	chr11	+	3034838	3034857
CM000528.1	+	7320708	7320776	chr11	+	3034858	3034928
CM000528.1	+	7320804	7320804	chr11	+	3034929	3034930
CM000528.1	+	7320806	7320814	chr11	+	3034931	3034940
CM000528.1	+	7320816	7320834	chr11	+	3034941	3034963
CM000528.1	+	7320839	7320854	chr11	+	3034964	3034979
CM000528.1	+	7320856	7320885	chr11	+	3034980	3035009
CM000528.1	+	7320887	7320887	chr11	+	3035010	3035010
CM000528.1	+	7320889	7320895	chr11	+	3035011	3035017
CM000528.1	+	7320902	7320909	chr11	+	3035018	3035028
CM000528.1	+	7320913	7320940	chr11	+	3035029	3035059
CM000528.1	+	7320943	7320969	chr11	+	3035060	3035086
CM000528.1	+	7321009	7321009	chr11	+	3035087	3035087
CM000528.1	+	7321011	7321018	chr11	+	3035088	3035095
CM000528.1	+	7321024	7321054	chr11	+	3035096	3035127
CM000528.1	+	7321060	7321082	chr11	+	3035128	3035164
CM000528.1	+	7321096	7321121	chr11	+	3035165	3035191
